,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
64641,36702560,Bright & Big Manhattan Room Close to Central Park,17507051761,verified,Kaz,Manhattan,East Harlem,40.79191,-73.94477,United States,US,True,moderate,Private room,2019.0,$636 ,$127 ,30.0,1.0,8/5/2021,0.14,4.0,161.0,201.0,,
56806,32375290,Contemporary & Clean 1 bdrm Apartment(Lower Level),13317033916,unconfirmed,Emmanuel,Queens,Bayside,40.75715,-73.77461,United States,US,True,strict,Entire home/apt,2015.0,$314 ,$63 ,2.0,228.0,1/20/2022,3.89,3.0,1.0,117.0,,
93716,52760683,Lovely  Room!,54713459088,verified,Holly,Queens,Astoria,40.76143,-73.92122,United States,US,True,flexible,Private room,2011.0,$574 ,$115 ,1.0,24.0,8/19/2018,1.5,4.0,1.0,0.0,No smoking. No parties. Please respect our neighbors.,
274,1152666,ENJOY Downtown NYC!!,7784280062,verified,Gibson,Manhattan,East Village,40.72321,-73.98157,United States,US,True,moderate,Private room,2010.0,$426 ,$85 ,2.0,203.0,6/23/2019,1.96,3.0,2.0,,"No smoking inside. Be tidy, we don't have a maid so treat our house like you'd want us to treat yours, simple really. Don't throw a ""rager"". Be respectful.",
78161,44169656,Entire 1-bed home in midtown west,37378021515,unconfirmed,Laura,Manhattan,Hell's Kitchen,40.76585,-73.98507,United States,US,True,moderate,Entire home/apt,2018.0,$224 ,$45 ,3.0,15.0,7/27/2017,0.57,2.0,2.0,0.0,,
22101,13207718,Bright Comfy Quiet Room Just 6 Mins from JFK!,41324563340,verified,Deloris,Queens,Springfield Gardens,40.666,-73.76333,United States,US,True,flexible,Private room,2006.0,$402 ,$80 ,1.0,325.0,6/12/2019,11.72,5.0,2.0,0.0,#NAME?,
16182,9938655,Cozy Room in Sunny Home,43665755519,verified,Adriana,Queens,Astoria,40.76764,-73.91633,United States,US,True,strict,Private room,2018.0,$407 ,$81 ,4.0,28.0,12/14/2018,0.74,3.0,1.0,44.0,No pets. No smoking. Please :),
43916,25256143,Cozy Three-Bedroom Apartment - Brooklyn,87400484526,verified,Em,Brooklyn,Bedford-Stuyvesant,40.68737,-73.94346,United States,US,True,moderate,Entire home/apt,2020.0,$948 ,$190 ,1.0,3.0,6/24/2019,1.8,3.0,1.0,316.0,"Please leave the apartment neat as you found it.  Put your sheets and towels in the hamper in the guest closet. If you've prepared food and there are leftovers, be sure to place them in the trash. Better yet, bring the trash and recyclable items downstairs and put them into the appropriate containers in the driveway out back.  Thank you, Deborah",
87997,49602079,Great private room with all amnetities!,37159194196,unconfirmed,Oonamaria,Brooklyn,Cypress Hills,40.68139,-73.89034,United States,US,True,moderate,Private room,2010.0,"$1,104 ",$221 ,2.0,7.0,8/29/2016,0.2,4.0,1.0,0.0,Please be mindful after 23:00 in the kitchen or bathroom.,
102281,20304773,Spacious 2BR with Private Patio in Lower East Side,56222707109,unconfirmed,Adam,Manhattan,Lower East Side,40.71586,-73.98908,United States,US,False,flexible,Entire home/apt,2021.0,$133 ,$27 ,4.0,16.0,5/18/2019,1.46,4.0,1.0,56.0,,
83667,47210620,Urban Sanctuary in Sunset Park,69238646926,unconfirmed,Heather,Brooklyn,Sunset Park,40.64651,-74.01749,United States,US,False,strict,Entire home/apt,2020.0,$995 ,$199 ,3.0,0.0,,,5.0,1.0,0.0,No smoking No children under the age of 18 No animals No loud parties or people beyond those included in the reservation No late night check-ins,
87269,49200005,Cooper Square Top-Floor Duplex with Terrace,52606551415,verified,Adrian,Manhattan,East Village,40.7281,-73.99067,United States,US,True,strict,Entire home/apt,2020.0,"$1,038 ",$208 ,2.0,3.0,8/15/2016,0.08,1.0,1.0,0.0,,
22090,13201643,"Quiet, Large, & Cozy Bedroom in Cool Bushwick Apt",7561032039,unconfirmed,Anthony,Brooklyn,Bushwick,40.68643,-73.91465,United States,US,False,moderate,Private room,2017.0,$660 ,$132 ,1.0,3.0,9/30/2017,0.13,2.0,26.0,342.0,"Guests must be fit enough to maneuver themselves and any luggage up 3 flights of winding staircase.  Dishes, pots, pans, and appliances are usable but please leave everything in about the same state that you found it.  Apartment is not sound-proof! I like my neighbors, be kind to them. Don't get me in trouble with them. Don't hesitate to ask questions about function or location of something!! Have a great stay!",
30724,17970201,Chic & Modern 2 Bedroom On Upper East Side,31534218067,verified,Lisa,Manhattan,Upper East Side,40.7813,-73.94675,United States,US,True,strict,Entire home/apt,2015.0,$80 ,$16 ,30.0,0.0,,,5.0,8.0,327.0,No Smoking,
27670,16283477,Bay Ridge Brooklyn House,92080115496,unconfirmed,Silvia,Brooklyn,Fort Hamilton,40.61818,-74.03464,United States,US,True,moderate,Entire home/apt,2008.0,"$1,074 ",$215 ,4.0,1.0,1/3/2018,0.05,5.0,1.0,0.0,,
50223,28739499,East side - Lower Manhattan - East side,93073301702,unconfirmed,Maria,Manhattan,Gramercy,40.73809,-73.98509,United States,US,False,moderate,Private room,2017.0,$77 ,$15 ,4.0,160.0,2/28/2022,2.12,4.0,2.0,203.0,,
21328,12780790,Awesome Chelsea Manhattan Pad,8374082155,verified,Lisa,Manhattan,Chelsea,40.7429,-73.99344,United States,US,True,moderate,Private room,2003.0,$938 ,$188 ,1.0,1.0,1/30/2017,0.03,2.0,1.0,0.0,- No smoking inside the apartment - Checkout time is 11:00 am (a later time can be accommodated if it is available - but please ask ahead of time) - No Loud Music or Loitering outside the entrance after 10:00pm,
5328,3943990,Cozy private room in UES,67005826119,verified,Valerie,Manhattan,Upper East Side,40.77993,-73.94939,United States,US,False,strict,Private room,2004.0,$617 ,$123 ,5.0,18.0,11/18/2017,0.3,1.0,2.0,243.0,"There is no smoking allowed anywhere on the property including back stairs or front driveway. Please take your shoes off once you enter the apartment. Also, disconnect toaster, coffee maker, and tea kettle after use. Thank you.",
99515,55963471,"Great home stay,Manhattan Barclay Center 25minutes",84628442521,unconfirmed,Dadrine,Brooklyn,East Flatbush,40.65454,-73.91885,United States,US,True,strict,Private room,2019.0,$168 ,$34 ,7.0,1.0,6/2/2019,0.79,2.0,9.0,365.0,,
82679,46664948,Efficiency-like rental,13768264088,unconfirmed,Lesley / Eric,Brooklyn,Bushwick,40.68513,-73.90987,United States,US,True,flexible,Private room,2022.0,"$1,131 ",$226 ,2.0,38.0,1/2/2019,1.66,5.0,1.0,0.0,,
65309,37071497,"Top FLoor Condo, 35 mi to City, 10 mi JFK",59732738385,unconfirmed,Homespring,Brooklyn,East New York,40.6682,-73.88527,United States,US,True,moderate,Entire home/apt,2011.0,$611 ,$122 ,30.0,28.0,6/16/2021,1.14,5.0,2.0,365.0,,
99389,55893881,Lovely Garden Apt,44075337261,verified,Shane,Brooklyn,East Flatbush,40.65073,-73.92738,United States,US,False,strict,Entire home/apt,2003.0,$507 ,$101 ,4.0,9.0,6/4/2019,1.07,5.0,1.0,365.0,,
74791,42308405,Rockacozy studio!,22693112200,verified,William,Queens,Belle Harbor,40.57553,-73.85299,United States,US,False,strict,Entire home/apt,2006.0,$868 ,$174 ,1.0,0.0,,,3.0,1.0,33.0,,
43169,24843575,Spacious 1-bedroom apartment in Pelham Parkway,81630741309,verified,Jamie,Bronx,Bronxdale,40.85464,-73.8672,United States,US,True,moderate,Entire home/apt,2013.0,$654 ,$131 ,1.0,0.0,,,5.0,1.0,0.0,No smoking.,
31577,18441313,Cozy Bed-Stuy Getaway!,17889723052,unconfirmed,Karli,Brooklyn,Bedford-Stuyvesant,40.69199,-73.94426,United States,US,True,strict,Private room,2021.0,$523 ,$105 ,3.0,6.0,3/16/2019,0.72,4.0,1.0,0.0,"All guests are expected to be respectful and mindful of shared spaces, including bathroom, kitchen, and TV room. This includes cleaning up after you and your group in all shared areas. Absolutely no smoking. Guests arriving or returning after 10:00pm must maintain a courteous volume in consideration of other guests. Pets are welcome! If you have a pet and use the backyard, please clean up after your pet.",
89922,50665257,"Perfect, Private Bedroom on Prospect Park",2455822585,unconfirmed,Stanley,Brooklyn,Prospect Heights,40.67414,-73.96723,United States,US,False,flexible,Private room,2022.0,$182 ,$36 ,1.0,0.0,,,3.0,1.0,15.0,,
20745,12458800,"Big, Bright 1 Bedroom b/w Columbia, City College",1601107773,unconfirmed,Anna,Manhattan,Harlem,40.81199,-73.95341,United States,US,True,strict,Entire home/apt,2022.0,$144 ,$29 ,2.0,10.0,5/6/2018,0.36,4.0,2.0,0.0,"NO SMOKING, please stop smoking a block away so as not to bring smoke-filled lungs into the house, I'm highly sensitive, and it makes me feel sick. Please clean after yourself on an on-going basis, especially in the common areas. We recycle paper, glass, metal in a separate bin, and throw food, plastic bags, and wrappers into the normal trash, can you participate? This 100 year old building has character in the details, but might appear less clean. The wood work was painted white before I moved in. I consistently use bleach between guests, but the grooves have ""greyed"" overtime, and I haven't repainted yet. I hope you won't be that picky ;-) My end-of-stay cleaning fee is to cover my time and expenses washing, drying, changing the sheets and sanitizing the room in between guests. I don't do any daily cleaning (of your room, the bathroom or the kitchen).  I only clean in-between guests or when needed - I noticed I am not a clean freak, I go after the obvious (bread crumbs and slime) - s",
83222,46964847,Your Own Flat in Historic Bed-Stuy District,94716881841,verified,Jaweer,Brooklyn,Bedford-Stuyvesant,40.68462,-73.93724,United States,US,True,flexible,Entire home/apt,2014.0,$923 ,$185 ,4.0,1.0,9/30/2017,0.05,4.0,1.0,0.0,"House Rules include no smoking, no illegal drugs, no pets, no entertaining others. Please be respectful of your wonderful neighbors while in the apartment.",
8321,5597024,Studio!Astoria station in 3min!,2223544984,unconfirmed,Daisuke,Queens,Ditmars Steinway,40.77915,-73.90902,United States,US,True,moderate,Private room,2021.0,"$1,126 ",$225 ,7.0,0.0,,,1.0,1.0,113.0,"Respect the apartment and neighbors.   Just three house rules:  I ask folks to keep noise down after 11 pm, take out the trash on trash day; and don't leave out any open food containers or dirty dishes.",
52791,30157805,Charming Park Slope 2BR (15 Minutes to Manhattan!),15674509458,unconfirmed,Rose,Brooklyn,Gowanus,40.67078,-73.9923,United States,US,True,moderate,Entire home/apt,2014.0,$127 ,$25 ,2.0,86.0,2/20/2022,2.52,4.0,1.0,323.0,,
2024,2119191,Large 2 bedroom apt in Manhattan,38134908983,verified,Somaya,Manhattan,Harlem,40.82434,-73.93957,United States,US,True,strict,Entire home/apt,2010.0,$673 ,$135 ,180.0,0.0,,,3.0,4.0,342.0,,
68368,38760982,Artist's Room in Prime Bushwick,12458494587,verified,Lux,Brooklyn,Bushwick,40.701,-73.91986,United States,US,False,moderate,Private room,2016.0,$92 ,$18 ,1.0,77.0,7/7/2019,3.45,3.0,2.0,178.0,,
47270,27108557,Cozy private room in newly renovated house,98580066336,unconfirmed,Sergii,Brooklyn,Bushwick,40.70125,-73.93915,United States,US,False,flexible,Private room,2022.0,"$1,079 ",$216 ,30.0,0.0,,,5.0,5.0,341.0,No Smoking on the apartment.  No illegal  Drugs  No Parties on property. No pets PLEASE TRY  TO BE AS QUIET AS POSSIBLE CONSIDER OTHER NEIGHBORS OR TENANTS. THANK YOU IN ADVANCE!.,
64087,36396586,Beautiful private room near prospect park!!,93005925729,verified,,Brooklyn,Crown Heights,40.67699,-73.95726,United States,US,True,flexible,Private room,2007.0,$214 ,$43 ,30.0,1.0,9/3/2021,0.14,2.0,45.0,364.0,,
99121,55745864,Elegant 2bdrm home in Midtown!,91068043788,verified,Angela,Manhattan,Midtown,40.74223,-73.98286,United States,US,True,moderate,Entire home/apt,2020.0,$554 ,$111 ,1.0,32.0,7/7/2019,4.4,3.0,2.0,264.0,"Dear Guest, Thank you for appreciating that I live in a building with other people. Please always lock all doors (especially the front one) when coming and going.",
10072,6564102,clinton Hill - bedsty,5381004258,verified,Nitzan,Brooklyn,Bedford-Stuyvesant,40.68446,-73.95779,United States,US,True,flexible,Private room,2010.0,$214 ,$43 ,7.0,0.0,,,3.0,1.0,334.0,"Please respect yourself, respect others, clean up after yourself especially after using the bathroom and kitchen , clean your dishes. Late check in fee after 9 Pm is $50, Lock out is $50.",
65793,37338810,Beautiful cozy full 1 bedroom suite/apartment,25210645793,verified,Rezaur,Queens,Ozone Park,40.68011,-73.84473,United States,US,False,strict,Entire home/apt,2008.0,"$1,080 ",$216 ,1.0,56.0,4/3/2021,1.14,4.0,1.0,0.0,,
100089,56280491,15 minute train ride to Times Square,46412316958,unconfirmed,M,Queens,Woodside,40.74327,-73.90627,United States,US,True,strict,Private room,2004.0,$852 ,$170 ,3.0,9.0,8/26/2018,0.28,5.0,2.0,7.0,"Please always be courteous to my neighbors and keep down noise, especially in hallways. I really love living here and want it to stay that way.  :)",
68051,38585903,Cute & Comfy Williamsburg Refuge,76861386864,verified,Josh & Chris,Brooklyn,Williamsburg,40.70826,-73.95366,United States,US,True,flexible,Private room,2003.0,$699 ,$140 ,1.0,261.0,3/7/2020,3.33,5.0,1.0,63.0,,
56768,32354302,Brand New Luxurious 1 BR - Outdoor Space,93036072074,unconfirmed,Stay With Vibe,Manhattan,Kips Bay,40.74176,-73.97819,United States,US,True,flexible,Entire home/apt,2022.0,$317 ,$63 ,30.0,18.0,1/21/2022,0.27,2.0,108.0,340.0,,
2982,2648295,Sunny 1BR Overlooking Prospect Park,27576781886,verified,Debbie,Brooklyn,Prospect-Lefferts Gardens,40.65769,-73.96161,United States,US,True,flexible,Entire home/apt,2016.0,$143 ,$29 ,30.0,2.0,5/16/2019,0.03,1.0,1.0,230.0,"No smoking or drinking in the apt. Lock out will be $50. late check in after 9 pm and before 9 a.m. is $50. Respect yourself, respect other, clean up after yourself. Thank you",
67390,38220833,Room for 3 in The Heart of New York,900967507,unconfirmed,Hasan,Manhattan,Kips Bay,40.74344,-73.98012,United States,US,True,flexible,Private room,2003.0,$107 ,$21 ,30.0,1.0,4/12/2020,0.04,3.0,1.0,0.0,,
13886,8670574,Spacious Room in hip Williamsburg,80383946226,verified,Johanna,Brooklyn,Williamsburg,40.71886,-73.96234,United States,US,False,flexible,Private room,2016.0,$52 ,$10 ,2.0,2.0,3/2/2016,0.05,1.0,2.0,415.0,Be courteous to neighbors. No parties. No smoking. No pets. No hanging around on front porch.,
69976,39649081,Apt in Heart of Williamsburg,58193342643,verified,Brandon,Brooklyn,Williamsburg,40.71986,-73.95925,United States,US,False,strict,Entire home/apt,2021.0,$814 ,$163 ,4.0,1.0,6/30/2013,0.01,2.0,1.0,0.0,,
91852,51731196,Duplex 5 BR apartment in a historic brownstone,92876365905,verified,Petra,Brooklyn,Bedford-Stuyvesant,40.68567,-73.93509,United States,US,True,flexible,Entire home/apt,2017.0,$273 ,$55 ,2.0,66.0,6/28/2019,2.42,1.0,1.0,23.0,"Please take of your shoes just after entering. Please strip the beds and place towel and sheets in the hamper before you go. You will see additional rules and info once you enter the residence. Parking is permitted and for residents only unfortunately. The best place is the Boston Commons Garage or Revere Hotel. A bedroom is located below our kitchen in our neighbors apartment, please walk softly and be sure to take off shoes. Thank you!",
15529,9578003,QUEEN-SIZED ROOM IN LUXURIOUS PARK AVENUE FLAT,88592068342,verified,H,Manhattan,Murray Hill,40.7493,-73.9794,United States,US,False,strict,Private room,2016.0,$493 ,$99 ,1.0,17.0,12/10/2017,0.44,3.0,2.0,355.0,To treat the place with utmost respect.,
32214,18793128,"Clean, Conscious, Plant-Based Home in Bed-Stuy",93714972033,verified,Henry,Brooklyn,Bedford-Stuyvesant,40.68195,-73.94827,United States,US,False,moderate,Private room,2016.0,$409 ,$82 ,3.0,23.0,4/17/2019,1.69,2.0,1.0,0.0,This is a non smoking apartment. No l,
49939,28582646,Luxurious  one bedroom apartment in a quiet area.,73803206630,unconfirmed,Charles,Bronx,Baychester,40.87185,-73.84109,United States,US,True,moderate,Entire home/apt,2011.0,$234 ,$47 ,3.0,297.0,3/1/2022,4.03,3.0,2.0,156.0,,
53701,30660398,UNTITLED at Freeman - Queen Studio 904,59841913441,unconfirmed,Karen,Manhattan,Lower East Side,40.72129,-73.99351,United States,US,False,moderate,Entire home/apt,2008.0,$262 ,$52 ,2.0,19.0,2/16/2022,3.17,5.0,208.0,169.0,,
79295,44795965,LARGE LUXURY DESIGNER WALL ST APARTMENT,56131453328,unconfirmed,E,Manhattan,Financial District,40.70552,-74.00941,United States,US,True,flexible,Entire home/apt,2006.0,$645 ,$129 ,7.0,32.0,6/13/2019,1.17,1.0,1.0,272.0,,
31974,18660576,"Bright, Winged Tribeca Studio w/ Indoor pool, Gym by Blueground",88759067042,verified,Blueground,Manhattan,Tribeca,40.71686,-74.00484,United States,US,True,flexible,Entire home/apt,2005.0,$501 ,$100 ,30.0,0.0,,,2.0,232.0,6.0,"Quiet and clean Responsible person No bad habits Just don't steal or break anything and we are good. I would also advise not to play extremely loud music after 9pm because my roommate gets mad.  Moderately loud should be ok. -Please do not drink the alcohol and don't eat the food in the bedroom, although you are welcome to use all of the appliances including the Keurig. This is our home when we are not traveling, respect it as your own. -Strictly no smoking or parties.",
11212,7193724,The Tranquility Room-large & light,32572899137,unconfirmed,Dlb,Queens,Laurelton,40.67168,-73.74744,United States,US,True,strict,Private room,2014.0,$895 ,$179 ,2.0,54.0,5/27/2018,1.22,3.0,5.0,143.0,,
33158,19314499,Lovely 1BR Apartment in the heart of Park Slope,97272465677,verified,Akriti,Brooklyn,Park Slope,40.67259,-73.98324,United States,US,False,moderate,Entire home/apt,2022.0,$95 ,$19 ,2.0,15.0,6/16/2019,2.02,3.0,1.0,174.0,,
8778,5849425,A Serine Stay in Bedstuy,91866961832,verified,Juliet,Brooklyn,Bedford-Stuyvesant,40.68814,-73.93089,United States,US,True,strict,Private room,2015.0,$783 ,$157 ,10.0,14.0,5/6/2019,0.31,3.0,3.0,319.0,,
60592,34466298,A- private entrance West village studio,19107216080,verified,Daniella,Manhattan,West Village,40.73918,-74.00288,United States,US,True,strict,Entire home/apt,2014.0,$494 ,$99 ,7.0,2.0,12/22/2021,0.74,2.0,19.0,338.0,,
30047,17596294,Private bedroom in Astoria,20600322334,unconfirmed,Allison,Queens,Astoria,40.7675,-73.90911,United States,US,True,moderate,Private room,2011.0,"$1,028 ",$206 ,1.0,3.0,12/30/2018,0.41,3.0,1.0,0.0,,
84092,47445348,Charming Brooklyn Heights Studio,45553669987,verified,Reese,Brooklyn,Brooklyn Heights,40.69257,-73.99304,United States,US,False,strict,Entire home/apt,2010.0,$183 ,$37 ,1.0,0.0,,,4.0,1.0,224.0,"I love meeting guests, and expect you to be clean and respectful of our shared space.",
84871,47875589,Luxury 1 Bedroom Midtown West Apartment!,6209327378,verified,Kara,Manhattan,Midtown,40.76526,-73.9817,United States,US,False,strict,Entire home/apt,2015.0,$452 ,$90 ,30.0,0.0,,,1.0,121.0,31.0,No pets and no smoking. Please place all of your dishes in the dishwasher.,
6515,4599571,Beautiful Light Filled Apartment in New York City!,65230972153,verified,Kirac,Manhattan,Midtown,40.74578,-73.98076,United States,US,True,moderate,Entire home/apt,2006.0,$299 ,$60 ,1.0,3.0,4/7/2019,0.08,1.0,2.0,281.0,"This is a non-smoking residence.  There is light housekeeping (washing of linens (biweekly), towels, removal of kitchen trash) but guests are expected to clean up after themselves and keep the area tidy, including removing hair from the bathtub and sink and washing dishes right away.  Remove shoes in the apartment. Slippers are OK. Turn off lights when exiting a room or hallway. Guests are not permitted without prior authorization. Overnight guests are not allowed.  Be courteous to others in the household.  Additional rules will be in the house manual, available upon arrival. ",
13198,8290591,Cute Madison Ave Apartment,56142641637,unconfirmed,Ashley,Manhattan,Upper East Side,40.78614,-73.95541,United States,US,False,flexible,Private room,2003.0,$976 ,$195 ,10.0,0.0,,,3.0,1.0,399.0,,
45807,26300542,"Private studio 539
Manhattan/Reviews-check profile",39366943535,verified,Igor,Manhattan,Upper East Side,40.76805,-73.94929,United States,US,False,flexible,Entire home/apt,2017.0,$254 ,$51 ,1.0,2.0,6/17/2019,2.0,5.0,1.0,83.0,The Golden Rule,
1851,2023643,"Bright, cozy private room in Harlem",14946100493,unconfirmed,Ettice,Manhattan,Harlem,40.80997,-73.93992,United States,US,True,flexible,Private room,2003.0,$791 ,$158 ,5.0,29.0,5/18/2019,0.4,3.0,2.0,363.0,,
23409,13930127,"Small cute bedroom in Astoria, Queens/LIC",41062335014,verified,Carmen,Queens,Ditmars Steinway,40.77204,-73.90868,United States,US,True,flexible,Private room,2009.0,$584 ,$117 ,26.0,1.0,9/2/2017,0.04,3.0,1.0,0.0,,
12743,8039295,Awesome room in 2br design Apartment in LES,2210573216,unconfirmed,Apollo,Manhattan,Lower East Side,40.7203,-73.98698,United States,US,True,moderate,Private room,2018.0,$460 ,$92 ,3.0,24.0,4/7/2019,0.56,3.0,4.0,237.0,,
48461,27766346,Private 1 bedroom apartment,47705358475,verified,Adesola,Queens,Springfield Gardens,40.66015,-73.7528,United States,US,True,strict,Entire home/apt,2016.0,"$1,108 ",$222 ,2.0,0.0,,,5.0,1.0,13.0,Please leave all bed linens and towels in hamper upon departure.  Please put all dishes in dishwasher upon departure.,
29786,17452144,Charming Family Style Brownstone Apartment,91613673423,verified,Katiuscia,Manhattan,Upper East Side,40.76365,-73.96683,United States,US,True,moderate,Entire home/apt,2016.0,$651 ,$130 ,2.0,63.0,6/19/2019,3.9,3.0,1.0,239.0,,
87785,49484992,Chic pied-a-terre w/ terrace -15mins to Manhattan,43400844370,unconfirmed,Stephen,Queens,Astoria,40.7671,-73.91261,United States,US,True,strict,Entire home/apt,2007.0,$409 ,$82 ,3.0,64.0,7/7/2019,1.84,5.0,1.0,264.0,,
40575,23410909,#2 Minutes to JFK!!!,3830753238,unconfirmed,Carlos & Lina,Queens,Woodhaven,40.68709,-73.85982,United States,US,True,moderate,Private room,2018.0,$746 ,$149 ,4.0,10.0,6/26/2019,1.81,2.0,2.0,360.0,Smoking is not permitted inside the house.,
47616,27299653,Spacious room in beautiful Manhattan apartment!,49459395150,verified,Thirsa,Manhattan,Harlem,40.81216,-73.95036,United States,US,True,moderate,Private room,2011.0,"$1,180 ",$236 ,1.0,1.0,6/23/2019,1.0,5.0,1.0,59.0,"No loud parties, no smoking",
58275,33186619,Cozy Bergen,6908978054,verified,Migdalia,Brooklyn,Crown Heights,40.67504,-73.91504,United States,US,False,moderate,Entire home/apt,2010.0,$646 ,$129 ,4.0,16.0,1/4/2022,1.54,2.0,1.0,0.0,,
41117,23710255,West Harlem Room - 1 Block from the Subway,60448367464,unconfirmed,Ariel,Manhattan,Harlem,40.80393,-73.9574,United States,US,False,strict,Private room,2015.0,$486 ,$97 ,2.0,3.0,4/1/2019,0.67,5.0,1.0,188.0,,
90613,51046896,Great pad in Brooklyn next to train,26605681419,verified,Kevin,Brooklyn,Crown Heights,40.66961,-73.94032,United States,US,True,strict,Private room,2014.0,$630 ,$126 ,2.0,3.0,1/2/2018,0.12,5.0,1.0,0.0,"No smoking or drinking in the apt. Lock out will be $50. late check in after 9 pm and before 9 a.m. is $50. Respect yourself, respect other, clean up after yourself. Thank you",
70939,40180946,Garden Rowhouse Duplex-2 bd/3 bth,18586051485,unconfirmed,Omar,Manhattan,East Harlem,40.80108,-73.94346,United States,US,True,strict,Entire home/apt,2012.0,$418 ,$84 ,4.0,60.0,6/19/2019,0.85,1.0,1.0,332.0,,
54524,31114941,Lovely 2-bedroom in New York,80976278076,unconfirmed,Claribel,Manhattan,Harlem,40.80062,-73.94772,United States,US,True,flexible,Entire home/apt,2021.0,$723 ,$145 ,3.0,24.0,2/13/2022,3.06,4.0,2.0,25.0,,
36936,21401089,Upper East Side alcove studio in doorman building,28325768763,verified,Robyn,Manhattan,Upper East Side,40.77123,-73.9549,United States,US,False,flexible,Entire home/apt,2005.0,"$1,061 ",$212 ,2.0,3.0,5/20/2019,1.23,4.0,1.0,6.0,"Please just don't be loud at night or in the morning, we are just one wall/ceiling away from neighbors.  Also, just respect our things, wash dishes, keep it clean - the usual! - and everything will be peachy keen.",
73156,41405395,T-Square Stylish 1 Bedroom,73530916812,verified,Maxime,Manhattan,Hell's Kitchen,40.7623,-73.99096,United States,US,False,strict,Entire home/apt,2021.0,$695 ,$139 ,4.0,27.0,6/16/2019,1.75,5.0,1.0,42.0,,
96246,54158002,3BR/2Bath Duplex Parkslope (15 min to Manhattan),32872710512,verified,Laurence,Brooklyn,Prospect Heights,40.67953,-73.97303,United States,US,True,flexible,Entire home/apt,2020.0,$795 ,$159 ,3.0,33.0,6/30/2019,2.82,5.0,1.0,329.0,#NAME?,
92153,51897438,PRIVATE ROOM CLOSE TO MANHATTAN,28651651574,verified,Miss. G.,Queens,Astoria,40.76903,-73.91895,United States,US,True,strict,Private room,2010.0,$935 ,$187 ,1.0,26.0,12/31/2018,1.41,2.0,5.0,173.0,"Please plan to check in after 4 PM and check out before 11AM.  No Smoking, No pets Please No parties and quiet hours after 9 pm Clean dishes   We are not responsible for your belongings. Thank You!",
93362,52565169,"Posh Park Avenue 1BR w/ Gym, Doorman in Midtown by Blueground",28822974475,verified,Blueground,Manhattan,Murray Hill,40.74891,-73.97887,United States,US,True,strict,Entire home/apt,2020.0,$909 ,$182 ,30.0,1.0,1/15/2019,0.17,2.0,232.0,326.0,"Feedback is welcome--please let us know how we can improve your experience! Check in is 4-9 p.m. Early and late check-ins are possible upon request in advance, subject to availability. Check out time is 11 a.m. Late check-out is possible upon request in advance subject to availability. Regretfully, the suite is not appropriate for young children and we cannot accommodate them. Regretfully, for health and safety reasons, we cannot permit smoking on the property. Regretfully, we cannot accommodate pets ! week's cancellation notice or full charge. Discounted rates for weekly and longer stays.",
27614,16252548,It's All Yours: Big Beautiful 1 Bedroom in Harlem,50796166627,unconfirmed,Jahmil,Manhattan,Harlem,40.81425,-73.94187,United States,US,True,flexible,Entire home/apt,2019.0,"$1,127 ",$225 ,3.0,5.0,5/28/2018,0.31,3.0,1.0,0.0,"A few totally painless house rules:  - Please take your shoes off once inside the apartment. My apartment is kept very clean and tidy, so taking shoes off is essential to keeping it the same way for you and for me. - Kitchen is available for ""light use"" and ""vegetarian"" food only. You are free to bring in outside cooked food/meat. Please stack the dishes in the dishwasher to the left of the sink. Keep the kitchen and counters clean immediately after use. Food should be consumed only in the dining area and not in the room. - When leaving the apartment, please always lock the top lock on the door, shut off all the lights before you leave, if you open windows, please close and lock them before you leave the apartment. - Quiet time after 10pm. - NO SMOKING IN THE APARTMENT (You can smoke in the balcony area)!  - SADLY NO PETS!! - ABSOLUTELY NO PARTIES!!!",
656,1363645,At a very nice area in the WestSide,27086952528,unconfirmed,Bennett,Manhattan,Washington Heights,40.85099,-73.92822,United States,US,False,flexible,Private room,2021.0,$986 ,$197 ,60.0,4.0,7/3/2015,0.06,,1.0,355.0,"Check in/out: We can meet outside of my building at check-in between 4:00pm-6:00pm.  If you can give me an estimated ETA, that would be helpful!  Please leave your keys in the studio when you check-out Thursday afternoon.  I am very flexible with check-out between 12:00pm-3:00pm. Go up 1 flight of stairs, and it will be the first door to the right.   The door locks automatically, but there is a deadbolt and lock.  You do not have to deadbolt the door every time you leave.  TV – Press and hold the “All On” button to turn on TV Towels are on the top shelf in the bathroom, and the bed is all set!   I do have a portable A/C in the second window on the right.  Since I live on the second floor, it does not get too warm, but if you do need it, please remember to turn it off if you are leaving the building. Trash/recycling days are Sundays and Thursdays. There’s trash bags on the third shelf in the bathroom closet to the left.  When you are checking out on Thursday, please take the trash out r",
91862,51736719,Sunny Brooklyn Home,50787305043,verified,Em,Brooklyn,Prospect Heights,40.67774,-73.96487,United States,US,True,strict,Entire home/apt,2006.0,"$1,024 ",$205 ,7.0,22.0,6/23/2019,0.78,1.0,1.0,13.0,Be respectful of neighbors and the property.,
